Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season
16,17,Solar,104,Monday,April,Spring
10,11,Solar,104,Monday,April,Spring
8,9,Solar,104,Monday,April,Spring
1,2,Wind,104,Monday,April,Spring
3,4,Wind,104,Monday,April,Spring
14,15,Solar,104,Monday,April,Spring
7,8,Wind,104,Monday,April,Spring
6,7,Wind,104,Monday,April,Spring
5,6,Wind,104,Monday,April,Spring
4,5,Wind,104,Monday,April,Spring
0,1,Wind,104,Monday,April,Spring
19,20,Wind,104,Monday,April,Spring
2,3,Wind,104,Monday,April,Spring
22,23,Wind,104,Monday,April,Spring
15,16,Solar,104,Monday,April,Spring
21,22,Wind,104,Monday,April,Spring
13,14,Solar,104,Monday,April,Spring
11,12,Solar,104,Monday,April,Spring
9,10,Solar,104,Monday,April,Spring
12,13,Solar,104,Monday,April,Spring
23,0,Wind,104,Monday,April,Spring
17,18,Solar,104,Monday,April,Spring
3,4,Wind,105,Tuesday,April,Spring
12,13,Wind,105,Tuesday,April,Spring
22,23,Wind,105,Tuesday,April,Spring
15,16,Wind,105,Tuesday,April,Spring
10,11,Wind,105,Tuesday,April,Spring
9,10,Wind,105,Tuesday,April,Spring
5,6,Wind,105,Tuesday,April,Spring
8,9,Wind,105,Tuesday,April,Spring
13,14,Wind,105,Tuesday,April,Spring
14,15,Wind,105,Tuesday,April,Spring
18,19,Wind,105,Tuesday,April,Spring
21,22,Wind,105,Tuesday,April,Spring
17,18,Wind,105,Tuesday,April,Spring
4,5,Wind,105,Tuesday,April,Spring
0,1,Wind,105,Tuesday,April,Spring
11,12,Wind,105,Tuesday,April,Spring
23,0,Wind,105,Tuesday,April,Spring
20,21,Wind,105,Tuesday,April,Spring
19,20,Wind,105,Tuesday,April,Spring
16,17,Wind,105,Tuesday,April,Spring
7,8,Wind,105,Tuesday,April,Spring
6,7,Wind,105,Tuesday,April,Spring
2,3,Wind,105,Tuesday,April,Spring
1,2,Wind,105,Tuesday,April,Spring
4,5,Wind,106,Wednesday,April,Spring
12,13,Solar,106,Wednesday,April,Spring
3,4,Wind,106,Wednesday,April,Spring
11,12,Solar,106,Wednesday,April,Spring
15,16,Solar,106,Wednesday,April,Spring
17,18,Solar,106,Wednesday,April,Spring
19,20,Wind,106,Wednesday,April,Spring
20,21,Wind,106,Wednesday,April,Spring
13,14,Solar,106,Wednesday,April,Spring
23,0,Wind,106,Wednesday,April,Spring
14,15,Solar,106,Wednesday,April,Spring
16,17,Solar,106,Wednesday,April,Spring
21,22,Wind,106,Wednesday,April,Spring
22,23,Wind,106,Wednesday,April,Spring
9,10,Wind,106,Wednesday,April,Spring
8,9,Wind,106,Wednesday,April,Spring
5,6,Wind,106,Wednesday,April,Spring
2,3,Wind,106,Wednesday,April,Spring
6,7,Wind,106,Wednesday,April,Spring
10,11,Solar,106,Wednesday,April,Spring
18,19,Wind,106,Wednesday,April,Spring
0,1,Wind,106,Wednesday,April,Spring
7,8,Wind,106,Wednesday,April,Spring
1,2,Wind,106,Wednesday,April,Spring
15,16,Solar,107,Thursday,April,Spring
23,0,Wind,107,Thursday,April,Spring
13,14,Solar,107,Thursday,April,Spring
6,7,Wind,107,Thursday,April,Spring
5,6,Wind,107,Thursday,April,Spring
0,1,Wind,107,Thursday,April,Spring
1,2,Wind,107,Thursday,April,Spring
20,21,Wind,107,Thursday,April,Spring
19,20,Wind,107,Thursday,April,Spring
8,9,Wind,107,Thursday,April,Spring
7,8,Wind,107,Thursday,April,Spring
2,3,Wind,107,Thursday,April,Spring
12,13,Solar,107,Thursday,April,Spring
3,4,Wind,107,Thursday,April,Spring
11,12,Solar,107,Thursday,April,Spring
16,17,Solar,107,Thursday,April,Spring
17,18,Solar,107,Thursday,April,Spring
21,22,Wind,107,Thursday,April,Spring
4,5,Wind,107,Thursday,April,Spring
10,11,Solar,107,Thursday,April,Spring
14,15,Solar,107,Thursday,April,Spring
18,19,Solar,107,Thursday,April,Spring
22,23,Wind,107,Thursday,April,Spring
9,10,Solar,107,Thursday,April,Spring
8,9,Wind,108,Friday,April,Spring
5,6,Wind,108,Friday,April,Spring
17,18,Wind,108,Friday,April,Spring
9,10,Solar,108,Friday,April,Spring
2,3,Wind,108,Friday,April,Spring
13,14,Solar,108,Friday,April,Spring
19,20,Wind,108,Friday,April,Spring
1,2,Wind,108,Friday,April,Spring
12,13,Solar,108,Friday,April,Spring
15,16,Solar,108,Friday,April,Spring
16,17,Solar,108,Friday,April,Spring
4,5,Wind,108,Friday,April,Spring
20,21,Wind,108,Friday,April,Spring
22,23,Wind,108,Friday,April,Spring
0,1,Wind,108,Friday,April,Spring
3,4,Wind,108,Friday,April,Spring
6,7,Wind,108,Friday,April,Spring
7,8,Wind,108,Friday,April,Spring
10,11,Solar,108,Friday,April,Spring
18,19,Wind,108,Friday,April,Spring
23,0,Wind,108,Friday,April,Spring
11,12,Solar,108,Friday,April,Spring
14,15,Solar,108,Friday,April,Spring
21,22,Wind,108,Friday,April,Spring
12,13,Solar,109,Saturday,April,Spring
13,14,Wind,109,Saturday,April,Spring
19,20,Wind,109,Saturday,April,Spring
1,2,Wind,109,Saturday,April,Spring
5,6,Wind,109,Saturday,April,Spring
8,9,Wind,109,Saturday,April,Spring
9,10,Wind,109,Saturday,April,Spring
16,17,Wind,109,Saturday,April,Spring
11,12,Wind,109,Saturday,April,Spring
7,8,Wind,109,Saturday,April,Spring
4,5,Wind,109,Saturday,April,Spring
0,1,Wind,109,Saturday,April,Spring
6,7,Wind,109,Saturday,April,Spring
14,15,Wind,109,Saturday,April,Spring
3,4,Wind,109,Saturday,April,Spring
17,18,Wind,109,Saturday,April,Spring
21,22,Wind,109,Saturday,April,Spring
15,16,Wind,109,Saturday,April,Spring
18,19,Wind,109,Saturday,April,Spring
2,3,Wind,109,Saturday,April,Spring
23,0,Wind,109,Saturday,April,Spring
22,23,Wind,109,Saturday,April,Spring
20,21,Wind,109,Saturday,April,Spring
10,11,Wind,109,Saturday,April,Spring
2,3,Wind,110,Sunday,April,Spring
16,17,Wind,110,Sunday,April,Spring
18,19,Wind,110,Sunday,April,Spring
3,4,Wind,110,Sunday,April,Spring
23,0,Wind,110,Sunday,April,Spring
21,22,Wind,110,Sunday,April,Spring
6,7,Wind,110,Sunday,April,Spring
5,6,Wind,110,Sunday,April,Spring
4,5,Wind,110,Sunday,April,Spring
17,18,Wind,110,Sunday,April,Spring
10,11,Wind,110,Sunday,April,Spring
15,16,Wind,110,Sunday,April,Spring
11,12,Wind,110,Sunday,April,Spring
1,2,Wind,110,Sunday,April,Spring
0,1,Wind,110,Sunday,April,Spring
7,8,Wind,110,Sunday,April,Spring
9,10,Wind,110,Sunday,April,Spring
12,13,Wind,110,Sunday,April,Spring
14,15,Wind,110,Sunday,April,Spring
20,21,Wind,110,Sunday,April,Spring
19,20,Wind,110,Sunday,April,Spring
13,14,Wind,110,Sunday,April,Spring
22,23,Wind,110,Sunday,April,Spring
8,9,Wind,110,Sunday,April,Spring
8,9,Wind,111,Monday,April,Spring
1,2,Wind,111,Monday,April,Spring
16,17,Solar,111,Monday,April,Spring
21,22,Wind,111,Monday,April,Spring
0,1,Wind,111,Monday,April,Spring
20,21,Wind,111,Monday,April,Spring
6,7,Wind,111,Monday,April,Spring
19,20,Wind,111,Monday,April,Spring
10,11,Solar,111,Monday,April,Spring
11,12,Solar,111,Monday,April,Spring
15,16,Solar,111,Monday,April,Spring
12,13,Solar,111,Monday,April,Spring
14,15,Solar,111,Monday,April,Spring
9,10,Wind,111,Monday,April,Spring
5,6,Wind,111,Monday,April,Spring
23,0,Wind,111,Monday,April,Spring
18,19,Wind,111,Monday,April,Spring
13,14,Solar,111,Monday,April,Spring
7,8,Wind,111,Monday,April,Spring
4,5,Wind,111,Monday,April,Spring
3,4,Wind,111,Monday,April,Spring
17,18,Wind,111,Monday,April,Spring
2,3,Wind,111,Monday,April,Spring
22,23,Wind,111,Monday,April,Spring
12,13,Solar,112,Tuesday,April,Spring
23,0,Wind,112,Tuesday,April,Spring
1,2,Wind,112,Tuesday,April,Spring
4,5,Wind,112,Tuesday,April,Spring
3,4,Wind,112,Tuesday,April,Spring
16,17,Solar,112,Tuesday,April,Spring
20,21,Wind,112,Tuesday,April,Spring
21,22,Wind,112,Tuesday,April,Spring
15,16,Solar,112,Tuesday,April,Spring
8,9,Solar,112,Tuesday,April,Spring
6,7,Wind,112,Tuesday,April,Spring
5,6,Wind,112,Tuesday,April,Spring
22,23,Wind,112,Tuesday,April,Spring
11,12,Solar,112,Tuesday,April,Spring
18,19,Solar,112,Tuesday,April,Spring
10,11,Solar,112,Tuesday,April,Spring
9,10,Solar,112,Tuesday,April,Spring
7,8,Wind,112,Tuesday,April,Spring
2,3,Wind,112,Tuesday,April,Spring
0,1,Wind,112,Tuesday,April,Spring
14,15,Solar,112,Tuesday,April,Spring
19,20,Wind,112,Tuesday,April,Spring
17,18,Solar,112,Tuesday,April,Spring
13,14,Solar,112,Tuesday,April,Spring
1,2,Wind,113,Wednesday,April,Spring
13,14,Wind,113,Wednesday,April,Spring
3,4,Wind,113,Wednesday,April,Spring
6,7,Wind,113,Wednesday,April,Spring
16,17,Wind,113,Wednesday,April,Spring
0,1,Wind,113,Wednesday,April,Spring
8,9,Wind,113,Wednesday,April,Spring
9,10,Wind,113,Wednesday,April,Spring
20,21,Wind,113,Wednesday,April,Spring
5,6,Wind,113,Wednesday,April,Spring
4,5,Wind,113,Wednesday,April,Spring
2,3,Wind,113,Wednesday,April,Spring
23,0,Wind,113,Wednesday,April,Spring
19,20,Wind,113,Wednesday,April,Spring
18,19,Wind,113,Wednesday,April,Spring
15,16,Wind,113,Wednesday,April,Spring
11,12,Wind,113,Wednesday,April,Spring
14,15,Wind,113,Wednesday,April,Spring
12,13,Wind,113,Wednesday,April,Spring
17,18,Wind,113,Wednesday,April,Spring
7,8,Wind,113,Wednesday,April,Spring
22,23,Wind,113,Wednesday,April,Spring
10,11,Wind,113,Wednesday,April,Spring
21,22,Wind,113,Wednesday,April,Spring
13,14,Solar,114,Thursday,April,Spring
3,4,Wind,114,Thursday,April,Spring
10,11,Solar,114,Thursday,April,Spring
15,16,Solar,114,Thursday,April,Spring
11,12,Solar,114,Thursday,April,Spring
1,2,Wind,114,Thursday,April,Spring
9,10,Solar,114,Thursday,April,Spring
7,8,Wind,114,Thursday,April,Spring
14,15,Solar,114,Thursday,April,Spring
22,23,Wind,114,Thursday,April,Spring
21,22,Wind,114,Thursday,April,Spring
16,17,Solar,114,Thursday,April,Spring
8,9,Wind,114,Thursday,April,Spring
19,20,Wind,114,Thursday,April,Spring
20,21,Wind,114,Thursday,April,Spring
23,0,Wind,114,Thursday,April,Spring
12,13,Solar,114,Thursday,April,Spring
4,5,Wind,114,Thursday,April,Spring
5,6,Wind,114,Thursday,April,Spring
0,1,Wind,114,Thursday,April,Spring
2,3,Wind,114,Thursday,April,Spring
18,19,Wind,114,Thursday,April,Spring
17,18,Wind,114,Thursday,April,Spring
6,7,Wind,114,Thursday,April,Spring
6,7,Wind,115,Friday,April,Spring
19,20,Wind,115,Friday,April,Spring
3,4,Wind,115,Friday,April,Spring
9,10,Solar,115,Friday,April,Spring
13,14,Solar,115,Friday,April,Spring
17,18,Solar,115,Friday,April,Spring
16,17,Solar,115,Friday,April,Spring
22,23,Wind,115,Friday,April,Spring
15,16,Solar,115,Friday,April,Spring
20,21,Wind,115,Friday,April,Spring
23,0,Wind,115,Friday,April,Spring
12,13,Solar,115,Friday,April,Spring
11,12,Solar,115,Friday,April,Spring
4,5,Wind,115,Friday,April,Spring
18,19,Solar,115,Friday,April,Spring
14,15,Solar,115,Friday,April,Spring
1,2,Wind,115,Friday,April,Spring
21,22,Wind,115,Friday,April,Spring
7,8,Wind,115,Friday,April,Spring
2,3,Wind,115,Friday,April,Spring
10,11,Solar,115,Friday,April,Spring
5,6,Wind,115,Friday,April,Spring
0,1,Wind,115,Friday,April,Spring
8,9,Wind,115,Friday,April,Spring
10,11,Solar,116,Saturday,April,Spring
13,14,Solar,116,Saturday,April,Spring
14,15,Solar,116,Saturday,April,Spring
16,17,Wind,116,Saturday,April,Spring
23,0,Wind,116,Saturday,April,Spring
22,23,Wind,116,Saturday,April,Spring
21,22,Wind,116,Saturday,April,Spring
20,21,Wind,116,Saturday,April,Spring
18,19,Wind,116,Saturday,April,Spring
8,9,Wind,116,Saturday,April,Spring
5,6,Wind,116,Saturday,April,Spring
3,4,Wind,116,Saturday,April,Spring
17,18,Wind,116,Saturday,April,Spring
1,2,Wind,116,Saturday,April,Spring
12,13,Solar,116,Saturday,April,Spring
4,5,Wind,116,Saturday,April,Spring
19,20,Wind,116,Saturday,April,Spring
0,1,Wind,116,Saturday,April,Spring
9,10,Solar,116,Saturday,April,Spring
6,7,Wind,116,Saturday,April,Spring
7,8,Wind,116,Saturday,April,Spring
11,12,Solar,116,Saturday,April,Spring
15,16,Wind,116,Saturday,April,Spring
2,3,Wind,116,Saturday,April,Spring
0,1,Wind,117,Sunday,April,Spring
3,4,Wind,117,Sunday,April,Spring
9,10,Solar,117,Sunday,April,Spring
21,22,Wind,117,Sunday,April,Spring
22,23,Wind,117,Sunday,April,Spring
13,14,Solar,117,Sunday,April,Spring
6,7,Wind,117,Sunday,April,Spring
17,18,Solar,117,Sunday,April,Spring
7,8,Wind,117,Sunday,April,Spring
11,12,Solar,117,Sunday,April,Spring
14,15,Solar,117,Sunday,April,Spring
23,0,Wind,117,Sunday,April,Spring
15,16,Solar,117,Sunday,April,Spring
1,2,Wind,117,Sunday,April,Spring
2,3,Wind,117,Sunday,April,Spring
10,11,Solar,117,Sunday,April,Spring
19,20,Wind,117,Sunday,April,Spring
5,6,Wind,117,Sunday,April,Spring
8,9,Wind,117,Sunday,April,Spring
4,5,Wind,117,Sunday,April,Spring
20,21,Wind,117,Sunday,April,Spring
16,17,Solar,117,Sunday,April,Spring
18,19,Solar,117,Sunday,April,Spring
12,13,Solar,117,Sunday,April,Spring
22,23,Wind,118,Monday,April,Spring
23,0,Wind,118,Monday,April,Spring
12,13,Solar,118,Monday,April,Spring
13,14,Solar,118,Monday,April,Spring
1,2,Wind,118,Monday,April,Spring
6,7,Wind,118,Monday,April,Spring
8,9,Wind,118,Monday,April,Spring
0,1,Wind,118,Monday,April,Spring
2,3,Wind,118,Monday,April,Spring
3,4,Wind,118,Monday,April,Spring
14,15,Solar,118,Monday,April,Spring
10,11,Solar,118,Monday,April,Spring
4,5,Wind,118,Monday,April,Spring
20,21,Wind,118,Monday,April,Spring
17,18,Solar,118,Monday,April,Spring
18,19,Solar,118,Monday,April,Spring
5,6,Wind,118,Monday,April,Spring
11,12,Solar,118,Monday,April,Spring
15,16,Solar,118,Monday,April,Spring
21,22,Wind,118,Monday,April,Spring
7,8,Wind,118,Monday,April,Spring
9,10,Solar,118,Monday,April,Spring
19,20,Wind,118,Monday,April,Spring
16,17,Solar,118,Monday,April,Spring
23,0,Wind,119,Tuesday,April,Spring
5,6,Wind,119,Tuesday,April,Spring
8,9,Wind,119,Tuesday,April,Spring
15,16,Solar,119,Tuesday,April,Spring
21,22,Wind,119,Tuesday,April,Spring
22,23,Wind,119,Tuesday,April,Spring
19,20,Wind,119,Tuesday,April,Spring
3,4,Wind,119,Tuesday,April,Spring
16,17,Solar,119,Tuesday,April,Spring
20,21,Wind,119,Tuesday,April,Spring
9,10,Solar,119,Tuesday,April,Spring
14,15,Solar,119,Tuesday,April,Spring
7,8,Wind,119,Tuesday,April,Spring
4,5,Wind,119,Tuesday,April,Spring
1,2,Wind,119,Tuesday,April,Spring
0,1,Wind,119,Tuesday,April,Spring
6,7,Wind,119,Tuesday,April,Spring
10,11,Solar,119,Tuesday,April,Spring
2,3,Wind,119,Tuesday,April,Spring
11,12,Solar,119,Tuesday,April,Spring
12,13,Solar,119,Tuesday,April,Spring
18,19,Solar,119,Tuesday,April,Spring
13,14,Solar,119,Tuesday,April,Spring
17,18,Solar,119,Tuesday,April,Spring
14,15,Solar,120,Wednesday,April,Spring
0,1,Wind,120,Wednesday,April,Spring
6,7,Wind,120,Wednesday,April,Spring
18,19,Solar,120,Wednesday,April,Spring
1,2,Wind,120,Wednesday,April,Spring
16,17,Solar,120,Wednesday,April,Spring
7,8,Wind,120,Wednesday,April,Spring
3,4,Wind,120,Wednesday,April,Spring
12,13,Solar,120,Wednesday,April,Spring
4,5,Wind,120,Wednesday,April,Spring
15,16,Solar,120,Wednesday,April,Spring
13,14,Solar,120,Wednesday,April,Spring
20,21,Wind,120,Wednesday,April,Spring
22,23,Wind,120,Wednesday,April,Spring
11,12,Solar,120,Wednesday,April,Spring
19,20,Wind,120,Wednesday,April,Spring
9,10,Solar,120,Wednesday,April,Spring
5,6,Wind,120,Wednesday,April,Spring
21,22,Wind,120,Wednesday,April,Spring
8,9,Wind,120,Wednesday,April,Spring
2,3,Wind,120,Wednesday,April,Spring
23,0,Wind,120,Wednesday,April,Spring
10,11,Solar,120,Wednesday,April,Spring
17,18,Solar,120,Wednesday,April,Spring
10,11,Solar,121,Thursday,May,Spring
7,8,Wind,121,Thursday,May,Spring
8,9,Wind,121,Thursday,May,Spring
16,17,Solar,121,Thursday,May,Spring
15,16,Solar,121,Thursday,May,Spring
14,15,Solar,121,Thursday,May,Spring
5,6,Wind,121,Thursday,May,Spring
11,12,Solar,121,Thursday,May,Spring
19,20,Wind,121,Thursday,May,Spring
3,4,Wind,121,Thursday,May,Spring
21,22,Wind,121,Thursday,May,Spring
23,0,Wind,121,Thursday,May,Spring
20,21,Wind,121,Thursday,May,Spring
22,23,Wind,121,Thursday,May,Spring
18,19,Solar,121,Thursday,May,Spring
1,2,Wind,121,Thursday,May,Spring
9,10,Solar,121,Thursday,May,Spring
0,1,Wind,121,Thursday,May,Spring
17,18,Solar,121,Thursday,May,Spring
4,5,Wind,121,Thursday,May,Spring
6,7,Wind,121,Thursday,May,Spring
12,13,Solar,121,Thursday,May,Spring
2,3,Wind,121,Thursday,May,Spring
13,14,Solar,121,Thursday,May,Spring
23,0,Wind,122,Friday,May,Spring
17,18,Solar,122,Friday,May,Spring
2,3,Wind,122,Friday,May,Spring
19,20,Wind,122,Friday,May,Spring
15,16,Solar,122,Friday,May,Spring
5,6,Wind,122,Friday,May,Spring
10,11,Solar,122,Friday,May,Spring
13,14,Solar,122,Friday,May,Spring
6,7,Wind,122,Friday,May,Spring
14,15,Solar,122,Friday,May,Spring
4,5,Wind,122,Friday,May,Spring
12,13,Solar,122,Friday,May,Spring
20,21,Wind,122,Friday,May,Spring
22,23,Wind,122,Friday,May,Spring
1,2,Wind,122,Friday,May,Spring
11,12,Solar,122,Friday,May,Spring
21,22,Wind,122,Friday,May,Spring
7,8,Wind,122,Friday,May,Spring
16,17,Solar,122,Friday,May,Spring
9,10,Solar,122,Friday,May,Spring
0,1,Wind,122,Friday,May,Spring
8,9,Wind,122,Friday,May,Spring
3,4,Wind,122,Friday,May,Spring
18,19,Wind,122,Friday,May,Spring
12,13,Solar,123,Saturday,May,Spring
13,14,Solar,123,Saturday,May,Spring
22,23,Wind,123,Saturday,May,Spring
23,0,Wind,123,Saturday,May,Spring
9,10,Solar,123,Saturday,May,Spring
11,12,Solar,123,Saturday,May,Spring
14,15,Solar,123,Saturday,May,Spring
21,22,Wind,123,Saturday,May,Spring
17,18,Solar,123,Saturday,May,Spring
7,8,Wind,123,Saturday,May,Spring
2,3,Wind,123,Saturday,May,Spring
0,1,Wind,123,Saturday,May,Spring
20,21,Wind,123,Saturday,May,Spring
10,11,Solar,123,Saturday,May,Spring
8,9,Wind,123,Saturday,May,Spring
6,7,Wind,123,Saturday,May,Spring
4,5,Wind,123,Saturday,May,Spring
3,4,Wind,123,Saturday,May,Spring
18,19,Wind,123,Saturday,May,Spring
15,16,Solar,123,Saturday,May,Spring
16,17,Solar,123,Saturday,May,Spring
19,20,Wind,123,Saturday,May,Spring
1,2,Wind,123,Saturday,May,Spring
5,6,Wind,123,Saturday,May,Spring
3,4,Wind,124,Sunday,May,Spring
4,5,Wind,124,Sunday,May,Spring
20,21,Wind,124,Sunday,May,Spring
6,7,Wind,124,Sunday,May,Spring
11,12,Wind,124,Sunday,May,Spring
14,15,Wind,124,Sunday,May,Spring
9,10,Wind,124,Sunday,May,Spring
16,17,Wind,124,Sunday,May,Spring
17,18,Wind,124,Sunday,May,Spring
19,20,Wind,124,Sunday,May,Spring
2,3,Wind,124,Sunday,May,Spring
1,2,Wind,124,Sunday,May,Spring
8,9,Wind,124,Sunday,May,Spring
10,11,Wind,124,Sunday,May,Spring
0,1,Wind,124,Sunday,May,Spring
5,6,Wind,124,Sunday,May,Spring
7,8,Wind,124,Sunday,May,Spring
12,13,Wind,124,Sunday,May,Spring
15,16,Wind,124,Sunday,May,Spring
18,19,Wind,124,Sunday,May,Spring
22,23,Wind,124,Sunday,May,Spring
23,0,Wind,124,Sunday,May,Spring
21,22,Wind,124,Sunday,May,Spring
13,14,Wind,124,Sunday,May,Spring
9,10,Wind,125,Monday,May,Spring
14,15,Wind,125,Monday,May,Spring
8,9,Wind,125,Monday,May,Spring
0,1,Wind,125,Monday,May,Spring
11,12,Wind,125,Monday,May,Spring
7,8,Wind,125,Monday,May,Spring
17,18,Wind,125,Monday,May,Spring
3,4,Wind,125,Monday,May,Spring
1,2,Wind,125,Monday,May,Spring
15,16,Wind,125,Monday,May,Spring
22,23,Wind,125,Monday,May,Spring
6,7,Wind,125,Monday,May,Spring
4,5,Wind,125,Monday,May,Spring
2,3,Wind,125,Monday,May,Spring
5,6,Wind,125,Monday,May,Spring
16,17,Wind,125,Monday,May,Spring
21,22,Wind,125,Monday,May,Spring
18,19,Wind,125,Monday,May,Spring
12,13,Wind,125,Monday,May,Spring
13,14,Wind,125,Monday,May,Spring
19,20,Wind,125,Monday,May,Spring
20,21,Wind,125,Monday,May,Spring
23,0,Wind,125,Monday,May,Spring
10,11,Wind,125,Monday,May,Spring
5,6,Wind,126,Tuesday,May,Spring
15,16,Wind,126,Tuesday,May,Spring
4,5,Wind,126,Tuesday,May,Spring
17,18,Wind,126,Tuesday,May,Spring
13,14,Wind,126,Tuesday,May,Spring
23,0,Wind,126,Tuesday,May,Spring
2,3,Wind,126,Tuesday,May,Spring
19,20,Wind,126,Tuesday,May,Spring
3,4,Wind,126,Tuesday,May,Spring
9,10,Wind,126,Tuesday,May,Spring
10,11,Wind,126,Tuesday,May,Spring
0,1,Wind,126,Tuesday,May,Spring
16,17,Wind,126,Tuesday,May,Spring
14,15,Wind,126,Tuesday,May,Spring
12,13,Wind,126,Tuesday,May,Spring
7,8,Wind,126,Tuesday,May,Spring
18,19,Wind,126,Tuesday,May,Spring
1,2,Wind,126,Tuesday,May,Spring
6,7,Wind,126,Tuesday,May,Spring
20,21,Wind,126,Tuesday,May,Spring
11,12,Wind,126,Tuesday,May,Spring
22,23,Wind,126,Tuesday,May,Spring
21,22,Wind,126,Tuesday,May,Spring
8,9,Wind,126,Tuesday,May,Spring
10,11,Solar,127,Wednesday,May,Spring
12,13,Solar,127,Wednesday,May,Spring
2,3,Wind,127,Wednesday,May,Spring
6,7,Wind,127,Wednesday,May,Spring
11,12,Solar,127,Wednesday,May,Spring
21,22,Wind,127,Wednesday,May,Spring
18,19,Wind,127,Wednesday,May,Spring
22,23,Wind,127,Wednesday,May,Spring
7,8,Wind,127,Wednesday,May,Spring
5,6,Wind,127,Wednesday,May,Spring
8,9,Wind,127,Wednesday,May,Spring
0,1,Wind,127,Wednesday,May,Spring
13,14,Solar,127,Wednesday,May,Spring
20,21,Wind,127,Wednesday,May,Spring
17,18,Wind,127,Wednesday,May,Spring
23,0,Wind,127,Wednesday,May,Spring
1,2,Wind,127,Wednesday,May,Spring
4,5,Wind,127,Wednesday,May,Spring
19,20,Wind,127,Wednesday,May,Spring
9,10,Wind,127,Wednesday,May,Spring
3,4,Wind,127,Wednesday,May,Spring
16,17,Wind,127,Wednesday,May,Spring
15,16,Wind,127,Wednesday,May,Spring
14,15,Wind,127,Wednesday,May,Spring
22,23,Wind,128,Thursday,May,Spring
19,20,Wind,128,Thursday,May,Spring
12,13,Solar,128,Thursday,May,Spring
17,18,Wind,128,Thursday,May,Spring
16,17,Wind,128,Thursday,May,Spring
9,10,Solar,128,Thursday,May,Spring
3,4,Wind,128,Thursday,May,Spring
14,15,Wind,128,Thursday,May,Spring
18,19,Wind,128,Thursday,May,Spring
1,2,Wind,128,Thursday,May,Spring
6,7,Wind,128,Thursday,May,Spring
10,11,Solar,128,Thursday,May,Spring
8,9,Wind,128,Thursday,May,Spring
11,12,Solar,128,Thursday,May,Spring
13,14,Solar,128,Thursday,May,Spring
15,16,Wind,128,Thursday,May,Spring
20,21,Wind,128,Thursday,May,Spring
21,22,Wind,128,Thursday,May,Spring
7,8,Wind,128,Thursday,May,Spring
5,6,Wind,128,Thursday,May,Spring
2,3,Wind,128,Thursday,May,Spring
0,1,Wind,128,Thursday,May,Spring
23,0,Wind,128,Thursday,May,Spring
4,5,Wind,128,Thursday,May,Spring
22,23,Wind,129,Friday,May,Spring
11,12,Solar,129,Friday,May,Spring
9,10,Solar,129,Friday,May,Spring
6,7,Wind,129,Friday,May,Spring
23,0,Wind,129,Friday,May,Spring
3,4,Wind,129,Friday,May,Spring
16,17,Wind,129,Friday,May,Spring
15,16,Solar,129,Friday,May,Spring
18,19,Wind,129,Friday,May,Spring
4,5,Wind,129,Friday,May,Spring
13,14,Solar,129,Friday,May,Spring
10,11,Solar,129,Friday,May,Spring
14,15,Solar,129,Friday,May,Spring
0,1,Wind,129,Friday,May,Spring
20,21,Wind,129,Friday,May,Spring
21,22,Wind,129,Friday,May,Spring
17,18,Wind,129,Friday,May,Spring
12,13,Solar,129,Friday,May,Spring
8,9,Wind,129,Friday,May,Spring
7,8,Wind,129,Friday,May,Spring
19,20,Wind,129,Friday,May,Spring
1,2,Wind,129,Friday,May,Spring
2,3,Wind,129,Friday,May,Spring
5,6,Wind,129,Friday,May,Spring
21,22,Wind,130,Saturday,May,Spring
22,23,Wind,130,Saturday,May,Spring
19,20,Wind,130,Saturday,May,Spring
20,21,Wind,130,Saturday,May,Spring
17,18,Wind,130,Saturday,May,Spring
15,16,Solar,130,Saturday,May,Spring
13,14,Solar,130,Saturday,May,Spring
8,9,Wind,130,Saturday,May,Spring
1,2,Wind,130,Saturday,May,Spring
23,0,Wind,130,Saturday,May,Spring
16,17,Wind,130,Saturday,May,Spring
11,12,Solar,130,Saturday,May,Spring
9,10,Solar,130,Saturday,May,Spring
14,15,Solar,130,Saturday,May,Spring
10,11,Solar,130,Saturday,May,Spring
18,19,Wind,130,Saturday,May,Spring
3,4,Wind,130,Saturday,May,Spring
6,7,Wind,130,Saturday,May,Spring
5,6,Wind,130,Saturday,May,Spring
4,5,Wind,130,Saturday,May,Spring
0,1,Wind,130,Saturday,May,Spring
7,8,Wind,130,Saturday,May,Spring
2,3,Wind,130,Saturday,May,Spring
12,13,Solar,130,Saturday,May,Spring
16,17,Wind,131,Sunday,May,Spring
14,15,Solar,131,Sunday,May,Spring
17,18,Wind,131,Sunday,May,Spring
5,6,Wind,131,Sunday,May,Spring
19,20,Wind,131,Sunday,May,Spring
22,23,Wind,131,Sunday,May,Spring
13,14,Solar,131,Sunday,May,Spring
2,3,Wind,131,Sunday,May,Spring
0,1,Wind,131,Sunday,May,Spring
3,4,Wind,131,Sunday,May,Spring
9,10,Solar,131,Sunday,May,Spring
6,7,Wind,131,Sunday,May,Spring
12,13,Solar,131,Sunday,May,Spring
21,22,Wind,131,Sunday,May,Spring
4,5,Wind,131,Sunday,May,Spring
11,12,Solar,131,Sunday,May,Spring
15,16,Wind,131,Sunday,May,Spring
1,2,Wind,131,Sunday,May,Spring
